Kode,Nama Paket,Nama Paket Url,K/L/PD,Tahapan,Tahapan Url,HPS
79768309014,"Pembangunan Jalan Lintas Kampung Ds. Pasawahan Kec. Tarogong Kidul (BANPROV) Tender Ulang spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 365.222.050,43",https://lpse.jabarprov.go.id/eproc4/lelang/79768309014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768309014/jadwal,389 Jt
79768307014,"Jasa Konsultansi Perencanaan Satuan Pelayanan Margahayu Lembang UPTD Balai Benih Hortikultura Seleksi Ulang spse 4.5

Jasa Konsultansi Badan Usaha Non Konstruksi - TA 2022 - Seleksi - Prakualifikasi Dua File Kualitas dan Biaya

Nilai Kontrak : Rp. 225.607.500,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768307014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768307014/jadwal,"251,9 Jt"
79768304014,"Pembangunan Tembok Penahan Tanah (TPT) Sungai/Drainase Utama Cipeujeuh Ds. Kota Kulon Kec. Garut Kota (BANPROV) Tender Ulang spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 4.786.221.362,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768304014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768304014/jadwal,5 M
79768291014,"Irigasi Sprinkler (Upland) Tender Gagal Tender Ulang spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79768291014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Gagal,https://lpse.jabarprov.go.id/eproc4/lelang/79768291014/jadwal,1 M
79768286014,"Pembangunan Tembok Penahan Tanah (TPT) Sungai/Drainase Utama Cikamiri Ds. Cintakarya Kec. Samarang (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.383.381.000,60",https://lpse.jabarprov.go.id/eproc4/lelang/79768286014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768286014/jadwal,"1,5 M"
79768285014,"Rehabilitasi Jaringan Irigasi Kp. Cisalak RW.10 Ds. Sukalilah Kec. Cibatu (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 201.184.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768285014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768285014/jadwal,"208,9 Jt"
79768284014,"Rehabilitasi Jaringan Irigasi Kp. Ciawitali RW.13 Ds. Sukalilah Kec. Cibatu (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 200.983.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768284014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768284014/jadwal,"208,8 Jt"
79768283014,"Rehabilitasi Jaringan Irigasi Cikareo Ds. Mekarwangi Kec. Cibalong (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 466.494.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768283014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768283014/jadwal,"489,8 Jt"
79768281014,"Rehabilitasi Jaringan Irigasi Citalaga Ds. Bojong Kec. Bungbuang (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 459.710.628,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768281014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768281014/jadwal,"483,4 Jt"
79768279014,"Rehabilitasi Jaringan Irigasi Sekarwangi/Cipedes Ds. Sekarwangi Kec. Malangbong (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 468.020.800,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768279014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768279014/jadwal,"489,8 Jt"
79768278014,"Pengembangan SPAM Mata Air Cimanganten Ds. Padamulya Kec. Samarang (Bantuan Keuangan Provinsi) spse 4.5 Evaluasi Ulang

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 2.165.252.366,66",https://lpse.jabarprov.go.id/eproc4/lelang/79768278014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768278014/jadwal,"2,2 M"
79768277014,"Pengembangan SPAM Kp. Babakan Kadu RT 07 RW 02 Ds. Depok Kec. Pakenjeng (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 292.186.242,48",https://lpse.jabarprov.go.id/eproc4/lelang/79768277014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768277014/jadwal,"349,7 Jt"
79768276014,"Pengembangan SPAM Kp. Ciseupan Rw.03 Ds. Sirnagalih Kec. Bayongbong (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 307.757.309,98",https://lpse.jabarprov.go.id/eproc4/lelang/79768276014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768276014/jadwal,"349,7 Jt"
79768275014,"Pengembangan SPAM Kp. Bojong Salam RW 04 Ds. Karangtengah Kec. Kadungora (Bantuan Keuangan Provinsi) Tender Gagal spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Nilai Kontrak belum dibuat",https://lpse.jabarprov.go.id/eproc4/lelang/79768275014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Gagal,https://lpse.jabarprov.go.id/eproc4/lelang/79768275014/jadwal,"299,7 Jt"
79768274014,"Pengembangan SPAM Kp. Jatilarangan Ds. Sukaratu Kec. Malangbong (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 258.376.139,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768274014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768274014/jadwal,"299,7 Jt"
79768272014,"Rehabilitasi Jalan Kp. Karangkamulyan RW.10 Ds. Sukawangi Kec. Cisurupan (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 550.030.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768272014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768272014/jadwal,"578,7 Jt"
79768271014,"Rekonstruksi Jalan Desa Kp. Kudang - Kp. Cibodas RW 08 Ds. Sukajaya Kec. Cisewu spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 633.261.476,85",https://lpse.jabarprov.go.id/eproc4/lelang/79768271014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768271014/jadwal,"697,7 Jt"
79768270014,"Rehabilitasi Jembatan Jembatan Kp. Cipamohan Ds. Barudua Kec. Malangbong (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 464.028.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768270014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768270014/jadwal,"488,9 Jt"
79768269014,"Rehabilitasi Jalan Dusun 1, 2, 3 Ds. Cintanagara Kec. Cigedug (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 3.702.477.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768269014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768269014/jadwal,"3,9 M"
79768267014,"Rehabilitasi Jalan Cibitung - Blokpasang Ds. Purwajaya Kec. Peundeuy (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 2.531.354.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768267014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768267014/jadwal,"2,7 M"
79768266014,"Rekonstruksi Jalan Sukahurip Ds. Sukahurip Kec. Cigedug (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 3.695.526.352,12",https://lpse.jabarprov.go.id/eproc4/lelang/79768266014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768266014/jadwal,"3,9 M"
79768265014,"Rehabilitasi Jalan Kp. Patok Beusi /Marica Ds. Panyindangan Kec. Cisompet (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 902.623.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768265014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768265014/jadwal,954 Jt
79768264014,"Rehabilitasi Jalan Bokor - Laka - Cibeunying - Porehek Ds. Tanjungmulya Kec. Pakenjeng (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 2.372.414.844,59",https://lpse.jabarprov.go.id/eproc4/lelang/79768264014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768264014/jadwal,"2,4 M"
79768263014,"Rehabilitasi Jalan Ds. Girijaya Kec. Cikajang Ds. Girijaya Kec. Cikajang (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.089.171.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768263014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768263014/jadwal,"1,1 M"
79768262014,"Rehabilitasi Jembatan Jembatan Kp. Cibeureum Ds. Sirnagalih Kec. Cisurupan (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 366.819.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768262014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768262014/jadwal,"389,9 Jt"
79768261014,"Rehabilitasi Jalan Poros Desa Neglasari - Desa Margamulya Kec. Cisompet (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.949.992.155,90",https://lpse.jabarprov.go.id/eproc4/lelang/79768261014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768261014/jadwal,2 M
79768260014,"Pembangunan Jembatan Wareng Ds. Tegalgede - Ds. Tanjung Jaya Kec. Pakenjeng spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.659.270.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768260014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768260014/jadwal,"1,7 M"
79768258014,"Pembangunan Jembatan Kp. Kalong Ds. Mekarmukti Kec. Cibalong spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.158.725.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768258014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768258014/jadwal,"1,2 M"
79768257014,"Rehabilitasi Jaringan Irigasi Tanegan Ds. Pamalayan Kec. Cikelet (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 458.962.241,20",https://lpse.jabarprov.go.id/eproc4/lelang/79768257014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768257014/jadwal,"483,3 Jt"
79768256014,"Rehabilitasi Jaringan Irigasi Kp. Cintamukti Ds. Cihaurkuning Kec. Cisompet (BANPROV) spse 4.5 Evaluasi Ulang

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 925.760.709,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768256014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768256014/jadwal,"969,8 Jt"
79768255014,"Pekerjaan Jasa Konsultansi Pengawasan Pembangunan Pasar Kreatif spse 4.5

Jasa Konsultansi Badan Usaha Konstruksi - TA 2022 - Seleksi - Prakualifikasi Dua File Pagu Anggaran

Nilai Kontrak : Rp. 532.375.980,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768255014/pengumumanlelang,Pemerintah Daerah Provinsi Jawa Barat,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768255014/jadwal,"550,4 Jt"
79768254014,"Belanja Obat - Obatan spse 4.5

Pengadaan Barang - TA 2022 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 466.224.200,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768254014/pengumumanlelang,Pemerintah Daerah Kota Sukabumi,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768254014/jadwal,"538,1 Jt"
79768253014,"Rehabilitasi Jaringan Irigasi Cipangeukeuman Ds. Girimukti Kec. Cisewu (Bantuan Keuangan Provinsi) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 464.806.831,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768253014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768253014/jadwal,"489,8 Jt"
79768252014,"Penyediaan obat esensial untuk pelayanan kesehatan primer (DAK) spse 4.5

Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 2.647.387.740,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768252014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768252014/jadwal,"2,7 M"
79768251014,"Rehabilitasi Jaringan Irigasi Cianten Blok Dunguswiru Ds. Dunguswiru Kec. Limbangan (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 464.503.200,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768251014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768251014/jadwal,"489,7 Jt"
79768249014,"Pembangunan Tembok Penahan Tanah (TPT) Sungai/Drainase Utama Ciwalen Ds. Sukanegla Kec. Garut Kota (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 1.110.038.100,48",https://lpse.jabarprov.go.id/eproc4/lelang/79768249014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768249014/jadwal,"1,2 M"
79768248014,"Pembangunan Tembok Penahan Tanah (TPT) Sungai/Drainase Utama Cikamiri Ds. Cibunar Kec. Tarogong Kidul (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 571.662.717,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768248014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768248014/jadwal,"601,1 Jt"
79768247014,"Pengadaan Mobil Ambulance (DBHCHT) spse 4.5

Pengadaan Barang - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 329.319.900,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768247014/pengumumanlelang,Pemerintah Daerah Kabupaten Pangandaran,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768247014/jadwal,"344,1 Jt"
79768246014,"Rehabilitasi Jalan Dalam Kota Kecamatan Cikajang (BANPROV) spse 4.5

Pekerjaan Konstruksi - TA 2022 - Tender - Pascakualifikasi Satu File Harga Terendah Sistem Gugur

Nilai Kontrak : Rp. 913.361.000,00",https://lpse.jabarprov.go.id/eproc4/lelang/79768246014/pengumumanlelang,Pemerintah Daerah Kabupaten Garut,Tender Sudah Selesai,https://lpse.jabarprov.go.id/eproc4/lelang/79768246014/jadwal,"967,8 Jt"
